Erster	ADJA	erst
Lelio	NE	Lelio
den	ART	die
Schatz	NN	Schatz
anzeigen	VVINF	anzeigen
?	$.	?
Oder	KON	oder
sollte	VMFIN	sollen
ich	PPER	ich
das	ART	die
Haus	NN	Haus
in	APPR	in
fremde	ADJA	fremd
Hände	NN	Hand
kommen	VVINF	kommen
lassen	VVINF	lassen
,	$,	,
aus	APPR	aus
welchen	PRELS	welche
es	PPER	es
vielleicht	ADV	vielleicht
Anselmus	NE	Anselmus
nimmermehr	ADV	nimmermehr
wieder	ADV	wieder
bekommen	VVPP	bekommen
hätte	VAFIN	haben
?	$.	?
Den	ART	die
Schatz	NN	Schatz
wegzunehmen	VVIZU	wegnehmen
,	$,	,
das	PDS	die
ging	VVFIN	gehen
gar	ADV	gar
nicht	PTKNEG	nicht
an	PTKVZ	an
.	$.	.
Mit	APPR	mit
einem	ART	eine
Worte	NN	Wort
,	$,	,
ich	PPER	ich
sah	VVFIN	sehen
keinen	PIS	keine
andern	PIAT	andere
Rat	NN	Rat
,	$,	,
als	KOUS	als
das	ART	die
Haus	NN	Haus
selber	ADV	selber
zu	PTKZU	zu
kaufen	VVINF	kaufen
,	$,	,
um	KOUI	um
so	ADV	so
wohl	ADV	wohl
das	ART	die
eine	PIS	eine
,	$,	,
als	KOUS	als
das	PDS	die
andere	PIS	andere
zu	PTKZU	zu
retten	VVINF	retten
.	$.	.
Anselmus	NE	Anselmus
mag	VMFIN	mögen
nunmehr	ADV	nunmehr
heute	ADV	heute
oder	KON	oder
morgen	ADV	morgen
kommen	VVINF	kommen
:	$.	:
ich	PPER	ich
kann	VMFIN	können
ihm	PPER	er
beides	PIS	beide
richtig	ADJD	richtig
überliefern	VVINF	überliefern
.	$.	.
Sie	PPER	Sie
sehen	VVFIN	sehen
ja	ADV	ja
wohl	ADV	wohl
,	$,	,
daß	KOUS	dass
ich	PPER	ich
das	ART	die
gekaufte	ADJA	gekauft
Haus	NN	Haus
nicht	PTKNEG	nicht
einmal	ADV	einmal
brauche	VVFIN	brauchen
.	$.	.
Ich	PPER	ich
habe	VAFIN	haben
Sohn	NN	Sohn
und	KON	und
Tochter	NN	Tochter
herausziehen	VVINF	herausziehen
lassen	VVINF	lassen
,	$,	,
und	KON	und
es	PPER	es
feste	ADJA	fest
verschlossen	VVPP	verschließen
.	$.	.
Es	PPER	es
soll	VMFIN	sollen
niemand	PIS	niemand
wieder	ADV	wieder
hinein	ADV	hinein
kommen	VVINF	kommen
,	$,	,
als	KOUS	als
sein	PPOSAT	sein
rechter	ADJA	recht
Herr	NN	Herr
.	$.	.
Ich	PPER	ich
sahe	VVFIN	sahe
es	PPER	es
voraus	PTKVZ	voraus
,	$,	,
daß	KOUS	dass
mich	PRF	ich
die	ART	die
Leute	NN	Leute
verleumden	VVINF	verleumden
würden	VAFIN	werden
;	$.	;
aber	KON	aber
ich	PPER	ich
will	VMFIN	wollen
doch	ADV	doch
lieber	ADJD	lieb
eine	ART	eine
kurze	ADJA	kurz
Zeit	NN	Zeit
weniger	ADV	weniger
ehrlich	ADJD	ehrlich
scheinen	VVINF	scheinen
,	$,	,
als	KOUS	als
es	PPER	es
in	APPR	in
der	ART	die
Tat	NN	Tat
sein	VAINF	sein
.	$.	.
Bin	VAFIN	sein
ich	PPER	ich
nun	ADV	nun
noch	ADV	noch
in	APPR	in
Ihren	PPOSAT	ihr
Augen	NN	Auge
ein	ART	eine
alter	ADJA	alt
Betrieger	NN	Betrieger
?	$.	?
ein	ART	eine
Blutigel	NN	Blutigel
?	$.	?
–	NN	–
STALENO	NE	STALENO
.	$.	.
Sie	PPER	Sie
sind	VAFIN	sein
ein	ART	eine
ehrlicher	ADJA	ehrlich
Mann	NN	Mann
,	$,	,
und	KON	und
ich	PPER	ich
bin	VAFIN	sein
ein	ART	eine
Narr	NN	Narr
.	$.	.
–	NN	–
Daß	KOUS	dass
die	ART	die
Leute	NN	Leute
,	$,	,
die	PRELS	die
allen	PIAT	alle
Plunder	NN	Plunder
wissen	VVINF	wissen
wollen	VMFIN	wollen
,	$,	,
und	KON	und
sich	PRF	sich
mit	APPR	mit
Nachrichten	NN	Nachricht
schleppen	VVINF	schleppen
,	$,	,
wovon	PWAV	wovon
doch	ADV	doch
weder	KON	weder
Kopf	NN	Kopf
noch	KON	noch
Schwanz	NN	Schwanz
wahr	ADJD	wahr
ist	VAFIN	sein
,	$,	,
bei	APPR	bei
dem	ART	die
Henker	NN	Henker
wären	VAFIN	sein
!	$.	!
Was	PWS	was
für	APPR	für
Zeug	NN	Zeug
haben	VAFIN	haben
sie	PPER	sie
mir	PRF	ich
nicht	PTKNEG	nicht
von	APPR	von
Ihnen	PPER	Sie
in	APPR	in
die	ART	die
Ohren	NN	Ohr
gesetzt	VVPP	setzen
!	$.	!
–	ADJA	–
Aber	KON	aber
warum	PWAV	warum
war	VAFIN	sein
ich	PPER	ich
auch	ADV	auch
so	ADV	so
ein	ART	eine
alter	ADJA	alt
Esel	NN	Esel
,	$,	,
und	KON	und
glaubte	VVFIN	glauben
es	PPER	es
?	$.	?
–	ADJD	–
Nehmen	VVFIN	nehmen
Sie	PPER	Sie
mirs	ADJD	mirs
nicht	PTKNEG	nicht
übel	ADJD	übel
,	$,	,
Philto	NE	Philto
,	$,	,
ich	PPER	ich
bin	VAFIN	sein
zu	PTKA	zu
hastig	ADJD	hastig
gewesen	VAPP	sein
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Ich	PPER	ich
nehme	VVFIN	nehmen
nichts	PIS	nichts
übel	ADJD	übel
,	$,	,
wobei	PWAV	wobei
ich	PPER	ich
eine	ART	eine
gute	ADJA	gut
Absicht	NN	Absicht
sehe	VVFIN	sehen
.	$.	.
Mein	PPOSAT	mein
ehrlicher	ADJA	ehrlich
Name	NN	Name
ist	VAFIN	sein
Ihnen	PPER	Sie
lieb	ADJD	lieb
gewesen	VAPP	sein
;	$.	;
und	KON	und
das	PDS	die
erfreut	VVFIN	erfreuen
mich	PRF	ich
.	$.	.
Sie	PPER	Sie
würden	VAFIN	werden
sich	PRF	sich
viel	ADV	viel
darum	PAV	darum
bekümmert	VVPP	bekümmern
haben	VAFIN	haben
,	$,	,
wenn	KOUS	wenn
Sie	PPER	Sie
nicht	PTKNEG	nicht
mein	PPOSAT	mein
Freund	NN	Freund
wären	VAFIN	sein
.	$.	.
STALENO	NE	STALENO
.	$.	.
Gewiß	ADJD	gewiss
,	$,	,
ich	PPER	ich
bin	VAFIN	sein
ganz	ADV	ganz
böse	ADJD	böse
auf	APPR	auf
mich	PRF	ich
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Ei	FM	ei
nicht	PTKNEG	nicht
doch	ADV	doch
!	$.	!
STALENO	NE	STALENO
.	$.	.
Ich	PPER	ich
bin	VAFIN	sein
mir	PPER	ich
recht	ADJD	recht
gram	ADJD	gram
,	$,	,
daß	KOUS	dass
ich	PPER	ich
mir	PRF	ich
nur	ADV	nur
einen	ART	eine
Augenblick	NN	Augenblick
etwas	PIAT	etwas
Unrechtes	NN	Unrecht
von	APPR	von
Ihnen	PPER	Sie
habe	VAFIN	haben
einbilden	VVINF	einbilden
können	VMINF	können
!	$.	!
PHILTO	NN	PHILTO
.	$.	.
Und	KON	und
ich	PPER	ich
bin	VAFIN	sein
Ihnen	PPER	Sie
recht	ADJD	recht
gut	ADJD	gut
,	$,	,
daß	KOUS	dass
Sie	PPER	Sie
so	ADV	so
fein	ADJD	fein
offenherzig	ADJD	offenherzig
gegen	APPR	gegen
mich	PPER	ich
gewesen	VAPP	sein
sind	VAFIN	sein
.	$.	.
Ein	ART	eine
Freund	NN	Freund
,	$,	,
der	PRELS	die
uns	PRF	wir
alles	PIS	alle
unter	APPR	unter
die	ART	die
Augen	NN	Auge
sagt	VVFIN	sagen
,	$,	,
was	PRELS	was
er	PPER	er
Anstößiges	NN	Anstößige
an	APPR	an
uns	PRF	wir
bemerkt	VVPP	bemerken
,	$,	,
ist	VAFIN	sein
jetzt	ADV	jetzt
sehr	ADV	sehr
rar	ADJD	rar
;	$.	;
man	PIS	man
muß	VMFIN	müssen
ihn	PPER	er
nicht	PTKNEG	nicht
vor	APPR	vor
den	ART	die
Kopf	NN	Kopf
stoßen	VVINF	stoßen
,	$,	,
und	KON	und
wenn	KOUS	wenn
er	PPER	er
auch	ADV	auch
unter	APPR	unter
Zehnmalen	NN	Zehnmalen
nur	ADV	nur
einmal	ADV	einmal
Recht	NN	Recht
haben	VAINF	haben
sollte	VMFIN	sollen
.	$.	.
Meinen	VVFIN	meinen
Sie	PPER	Sie
es	PPER	es
nur	ADV	nur
ferner	ADJD	fern
gut	ADJD	gut
mit	APPR	mit
mir	PPER	ich
.	$.	.
STALENO	NE	STALENO
.	$.	.
Das	PDS	die
heiße	VVFIN	heißen
ich	PPER	ich
doch	ADV	doch
noch	ADV	noch
geredt	ADJD	geredt
,	$,	,
wie	KOKOM	wie
man	PIS	man
reden	VVINF	reden
soll	VMFIN	sollen
!	$.	!
Topp	NN	Topp
!	$.	!
wir	PPER	wir
sind	VAFIN	sein
Freunde	NN	Freund
,	$,	,
und	KON	und
wollen	VMFIN	wollen
es	PPER	es
immer	ADV	immer
bleiben	VVINF	bleiben
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Topp	NN	Topp
!	$.	!
–	ADJA	–
–	ADJA	–
Haben	NN	Haben
Sie	PPER	Sie
mir	PRF	ich
sonst	ADV	sonst
noch	ADV	noch
etwas	PIS	etwas
zu	PTKZU	zu
sagen	VVINF	sagen
?	$.	?
–	ADJA	–
–	NN	–
STALENO	NE	STALENO
.	$.	.
Ich	PPER	ich
wüßte	VVFIN	wissen
nicht	PTKNEG	nicht
.	$.	.
–	ADJA	–
–	NN	–
Doch	KON	doch
ja	ADV	ja
.	$.	.
Bei	APPR	bei
Seite	NN	Seite
.	$.	.
Vielleicht	ADV	vielleicht
kann	VMFIN	können
ich	PPER	ich
meinem	PPOSAT	mein
Mündel	NN	Mündel
eine	ART	eine
unverhoffte	ADJA	unverhofft
Freude	NN	Freude
machen	VVINF	machen
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Was	PWS	was
ists	VVFIN	ists
?	$.	?
STALENO	NE	STALENO
.	$.	.
Sagten	VVFIN	sagen
Sie	PPER	Sie
mir	PRF	ich
nicht	PTKNEG	nicht
,	$,	,
daß	KOUS	dass
ein	ART	eine
Teil	NN	Teil
der	ART	die
verborgenen	ADJA	verborgen
Barschaft	NN	Barschaft
zur	APPRART	zu
Aussteuer	NN	Aussteuer
für	APPR	für
Jungfer	NN	Jungfer
Kamillen	VVINF	Kamillen
sollte	VMFIN	sollen
?	$.	?
PHILTO	NN	PHILTO
.	$.	.
Ja	PTKANT	ja
.	$.	.
STALENO	NE	STALENO
.	$.	.
Wie	KOUS	wie
hoch	ADJD	hoch
beläuft	VVFIN	belaufen
sich	PRF	sich
wohl	ADV	wohl
der	ART	die
Teil	NN	Teil
?	$.	?
PHILTO	NN	PHILTO
.	$.	.
Auf	APPR	auf
sechs	CARD	sechs
tausend	CARD	tausend
Taler	NN	Taler
.	$.	.
STALENO	NE	STALENO
.	$.	.
Das	PDS	die
ist	VAFIN	sein
nicht	PTKNEG	nicht
schlimm	ADJD	schlimm
.	$.	.
Und	KON	und
wenn	KOUS	wenn
sich	PRF	sich
nun	ADV	nun
etwa	ADV	etwa
eine	ART	eine
ansehnliche	ADJA	ansehnlich
Partie	NN	Partie
für	APPR	für
die	ART	die
sechs	CARD	sechs
tausend	CARD	tausend
Taler	NN	Taler
–	ADJA	–
–	NN	–
für	APPR	für
Jungfer	NN	Jungfer
Kamillen	VVFIN	Kamillen
,	$,	,
wollte	VMFIN	wollen
ich	PPER	ich
sagen	VVINF	sagen
,	$,	,
fände	VVFIN	finden
:	$.	:
hätten	VAFIN	haben
Sie	PPER	Sie
wohl	ADV	wohl
Lust	NN	Lust
,	$,	,
Ja	NN	Ja
dazu	PAV	dazu
zu	PTKZU	zu
sagen	VVINF	sagen
?	$.	?
PHILTO	NN	PHILTO
.	$.	.
Wenn	KOUS	wenn
sie	PPER	sie
ansehnlich	ADJD	ansehnlich
wäre	VAFIN	sein
,	$,	,
die	ART	die
Partie	NN	Partie
;	$.	;
warum	PWAV	warum
nicht	PTKNEG	nicht
?	$.	?
STALENO	NE	STALENO
.	$.	.
Zum	APPRART	zu
Exempel	NN	Exempel
,	$,	,
mein	PPOSAT	mein
Mündel	NN	Mündel
?	$.	?
Was	PWS	was
meinen	VVFIN	meinen
Sie	PPER	Sie
?	$.	?
PHILTO	NN	PHILTO
.	$.	.
Was	PWS	was
?	$.	?
der	ART	die
junge	ADJA	jung
Herr	NN	Herr
Leander	NE	Leander
?	$.	?
hat	VAFIN	haben
der	PDS	die
ein	ART	eine
Auge	NN	Auge
auf	APPR	auf
sie	PPER	sie
?	$.	?
STALENO	NE	STALENO
.	$.	.
Wohl	ADV	wohl
beide	PIS	beide
.	$.	.
Er	PPER	er
ist	VAFIN	sein
so	ADV	so
vergafft	VVFIN	vergaffen
in	APPR	in
sie	PPER	sie
,	$,	,
daß	KOUS	dass
er	PPER	er
sie	PPER	sie
lieber	ADJD	lieb
heute	ADV	heute
als	KOKOM	als
morgen	ADV	morgen
nähme	VVFIN	nehmen
,	$,	,
und	KON	und
wenn	KOUS	wenn
sie	PPER	sie
auch	ADV	auch
nackend	ADJD	nackend
zu	APPR	zu
ihm	PPER	er
käme	VVFIN	kommen
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Das	PDS	die
laßt	VVFIN	lassen
mir	PPER	ich
Liebe	NN	Liebe
sein	VAINF	sein
!	$.	!
Wahrhaftig	ADJD	wahrhaftig
,	$,	,
Herr	NN	Herr
Staleno	NE	Staleno
,	$,	,
Ihr	PPOSAT	ihr
Vorschlag	NN	Vorschlag
ist	VAFIN	sein
nicht	PTKNEG	nicht
zu	PTKZU	zu
verachten	VVINF	verachten
.	$.	.
Wenn	KOUS	wenn
es	PPER	es
Ihr	PPOSAT	ihr
Ernst	NN	Ernst
ist	VAFIN	sein
–	ADJA	–
–	NN	–
STALENO	NE	STALENO
.	$.	.
Mein	PPOSAT	mein
völliger	ADJA	völlig
Ernst	NN	Ernst
!	$.	!
Ich	PPER	ich
werde	VAFIN	werden
ja	ADV	ja
nicht	PTKNEG	nicht
bei	APPR	bei
sechs	CARD	sechs
tausend	CARD	tausend
Talern	NN	Taler
scherzen	VVINF	scherzen
?	$.	?
PHILTO	NN	PHILTO
.	$.	.
Ja	PTKANT	ja
;	$.	;
aber	ADV	aber
will	VMFIN	wollen
denn	ADV	denn
auch	ADV	auch
Kamille	NN	Kamille
Leandern	VVINF	Leandern
haben	VAFIN	haben
?	$.	?
STALENO	NE	STALENO
.	$.	.
Wenigstens	ADV	wenigstens
will	VMFIN	wollen
er	PPER	er
sie	PPER	sie
haben	VAINF	haben
.	$.	.
Wenn	KOUS	wenn
zwanzig	CARD	zwanzig
tausend	CARD	tausend
Taler	NN	Taler
sechs	CARD	sechs
tausend	CARD	tausend
Taler	NN	Taler
heiraten	VVINF	heiraten
wollen	VMFIN	wollen
,	$,	,
so	ADV	so
werden	VAFIN	werden
ja	ADV	ja
die	ART	die
sechse	CARD	sechs
nicht	PTKNEG	nicht
närrisch	ADJD	närrisch
sein	VAINF	sein
,	$,	,
und	KON	und
den	ART	die
zwanzigen	ADJA	zwanzigen
einen	ART	eine
Korb	NN	Korb
geben	VVINF	geben
.	$.	.
Das	ART	die
Mädchen	NN	Mädchen
wird	VAFIN	werden
ja	ADV	ja
wohl	ADV	wohl
zählen	VVINF	zählen
können	VMINF	können
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Ich	PPER	ich
glaube	VVFIN	glauben
,	$,	,
wenn	KOUS	wenn
auch	ADV	auch
Anselmus	NE	Anselmus
heute	ADV	heute
wieder	ADV	wieder
käme	VVFIN	kommen
,	$,	,
daß	KOUS	dass
er	PPER	er
selbst	ADV	selbst
seine	PPOSAT	sein
Tochter	NN	Tochter
nicht	PTKNEG	nicht
besser	ADJD	gut
zu	PTKZU	zu
versorgen	VVINF	versorgen
wünschen	VVINF	wünschen
könnte	VMFIN	können
.	$.	.
Gut	ADJD	gut
!	$.	!
ich	PPER	ich
nehme	VVFIN	nehmen
alles	PIS	alle
über	APPR	über
mich	PRF	ich
.	$.	.
Die	ART	die
Sache	NN	Sache
soll	VMFIN	sollen
richtig	ADJD	richtig
sein	VAINF	sein
,	$,	,
Herr	NN	Herr
Staleno	NE	Staleno
.	$.	.
STALENO	NE	STALENO
.	$.	.
Wenn	KOUS	wenn
die	ART	die
sechs	CARD	sechs
tausend	CARD	tausend
Taler	NN	Taler
richtig	ADJD	richtig
sind	VAFIN	sein
.	$.	.
–	ADJA	–
–	ADJA	–
PHILTO	NN	PHILTO
.	$.	.
Ja	PTKANT	ja
,	$,	,
verzweifelt	ADJD	verzweifelt
!	$.	!
nun	ADV	nun
fällt	VVFIN	fallen|fällen
mir	PPER	ich
erst	ADV	erst
die	ART	die
größte	ADJA	groß
Schwierigkeit	NN	Schwierigkeit
ein	PTKVZ	ein
.	$.	.
–	ADJA	–
–	NN	–
Müßte	VMFIN	müssen
denn	KON	denn
Leander	NE	Leander
die	ART	die
sechs	CARD	sechs
tausend	CARD	tausend
Taler	NN	Taler
gleich	ADJD	gleich
mit	PTKVZ	mit
bekommen	VVINF	bekommen
?	$.	?
STALENO	NE	STALENO
.	$.	.
Er	PPER	er
müßte	VMFIN	müssen
eben	ADV	eben
nicht	PTKNEG	nicht
;	$.	;
aber	KON	aber
alsdann	VVIMP	alsdann
müßte	VMFIN	müssen
er	PPER	er
eben	ADV	eben
auch	ADV	auch
nicht	PTKNEG	nicht
Kamillen	NN	Kamillen
gleich	ADJD	gleich
haben	VAFIN	haben
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Nun	ADV	nun
so	ADV	so
geben	VVFIN	geben
Sie	PPER	Sie
mir	PRF	ich
doch	ADV	doch
einen	ART	eine
guten	ADJA	gut
Rat	NN	Rat
.	$.	.
Das	ART	die
Geld	NN	Geld
ist	VAFIN	sein
verborgen	VVPP	verbergen
;	$.	;
wenn	KOUS	wenn
ich	PPER	ich
es	PPER	es
hervor	PTKVZ	hervor
kriege	VVFIN	kriegen
,	$,	,
wo	PWAV	wo
soll	VMFIN	sollen
ich	PPER	ich
sagen	VVINF	sagen
,	$,	,
daß	KOUS	dass
ich	PPER	ich
es	PPER	es
her	APZR	her
bekommen	VVPP	bekommen
habe	VAFIN	haben
?	$.	?
Soll	VMFIN	sollen
ich	PPER	ich
die	ART	die
Wahrheit	NN	Wahrheit
sagen	VVINF	sagen
:	$.	:
so	ADV	so
wird	VAFIN	werden
Lelio	NE	Lelio
Lunte	NN	Lunte
riechen	VVINF	riechen
,	$,	,
und	KON	und
sich	PRF	sich
nicht	PTKNEG	nicht
ausreden	VVINF	ausreden
lassen	VVINF	lassen
,	$,	,
daß	KOUS	dass
da	ADV	da
,	$,	,
wo	PWAV	wo
sechs	CARD	sechs
tausend	CARD	tausend
Taler	NN	Taler
gelegen	VVPP	liegen
,	$,	,
nicht	PTKNEG	nicht
noch	ADV	noch
mehr	ADV	mehr
liegen	VVINF	liegen
könnte	VMFIN	können
.	$.	.
Soll	VMFIN	sollen
ich	PPER	ich
sagen	VVINF	sagen
,	$,	,
daß	KOUS	dass
ich	PPER	ich
das	ART	die
Geld	NN	Geld
von	APPR	von
dem	ART	die
Meinigen	PPOSS	meinig
gebe	VVFIN	geben
?	$.	?
Das	PDS	die
will	VMFIN	wollen
ich	PPER	ich
auch	ADV	auch
nicht	PTKNEG	nicht
gern	ADV	gern
.	$.	.
Die	ART	die
Leute	NN	Leute
würden	VAFIN	werden
doch	ADV	doch
nur	ADV	nur
einen	ART	eine
neuen	ADJA	neu
Anlaß	NN	Anlass
,	$,	,
mich	PPER	ich
zu	PTKZU	zu
verleumden	VVINF	verleumden
,	$,	,
daraus	PAV	daraus
nehmen	VVFIN	nehmen
.	$.	.
Philto	NN	Philto
,	$,	,
sprächen	VVFIN	sprechen
sie	PPER	sie
vielleicht	ADV	vielleicht
,	$,	,
würde	VAFIN	werden
so	ADV	so
freigebig	ADJD	freigebig
nicht	PTKNEG	nicht
sein	VAINF	sein
,	$,	,
wenn	KOUS	wenn
ihm	PPER	er
nicht	PTKNEG	nicht
sein	PPOSAT	sein
Gewissen	NN	Gewissen
sagte	VVFIN	sagen
,	$,	,
daß	KOUS	dass
er	PPER	er
die	ART	die
armen	ADJA	arm
Kinder	NN	Kind
um	APPR	um
gar	ADV	gar
zu	APPR	zu
vieles	PIS	viele
betrogen	VVPP	betrügen
habe	VAFIN	haben
.	$.	.
STALENO	NE	STALENO
.	$.	.
Das	PDS	die
ist	VAFIN	sein
alles	PIS	alle
wahr	ADJD	wahr
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Und	KON	und
daher	PAV	daher
meinte	VVFIN	meinen
ich	PPER	ich
eben	ADV	eben
,	$,	,
daß	KOUS	dass
es	PPER	es
gut	ADJD	gut
wäre	VAFIN	sein
,	$,	,
wenn	KOUS	wenn
es	PPER	es
mit	APPR	mit
der	ART	die
Aussteuer	NN	Aussteuer
so	ADV	so
lange	ADV	lange
bleiben	VVINF	bleiben
könnte	VMFIN	können
,	$,	,
bis	KOUS	bis
Anselmus	NE	Anselmus
wieder	ADV	wieder
käme	VVFIN	kommen
.	$.	.
Sie	PPER	Sie
ist	VAFIN	sein
Leandern	NE	Leandern
doch	ADV	doch
gewiß	ADJD	gewiss
genug	ADV	genug
.	$.	.
STALENO	NE	STALENO
.	$.	.
Leander	NE	Leander
,	$,	,
wie	KOKOM	wie
gesagt	VVPP	sagen
,	$,	,
würde	VAFIN	werden
sich	PRF	sich
nichts	PIS	nichts
daraus	PAV	daraus
machen	VVINF	machen
.	$.	.
Aber	ADV	aber
,	$,	,
mein	PPOSAT	mein
lieber	ADJA	lieb
Philto	NN	Philto
,	$,	,
ich	PPER	ich
,	$,	,
der	PRELS	die
ich	PPER	ich
sein	PPOSAT	sein
Vormund	NN	Vormund
bin	VAFIN	sein
,	$,	,
habe	VAFIN	haben
mich	PRF	ich
für	APPR	für
die	ART	die
übeln	NN	Übel
Nachreden	NN	Nachrede|Nachreden
eben	ADV	eben
sowohl	KON	sowohl
in	APPR	in
Acht	NN	Acht
zu	PTKZU	zu
nehmen	VVINF	nehmen
,	$,	,
als	KOKOM	als
Sie	PPER	Sie
.	$.	.
Ja	PTKANT	ja
,	$,	,
ja	ADV	ja
!	$.	!
würde	VAFIN	werden
man	PIS	man
murmeln	VVINF	murmeln
:	$.	:
der	ART	die
reiche	ADJA	reich
Mündel	NN	Mündel
ist	VAFIN	sein
in	APPR	in
guten	ADJA	gut
Händen	NN	Hand
!	$.	!
Jetzt	ADV	jetzt
wird	VAFIN	werden
ihm	PPER	er
ein	ART	eine
armes	ADJA	arm
Mädchen	NN	Mädchen
angehangen	VVPP	anhängen
,	$,	,
und	KON	und
das	ART	die
arme	ADJA	arm
Mädchen	NN	Mädchen
,	$,	,
um	KOUI	um
dankbar	ADJD	dankbar
zu	PTKZU	zu
sein	VAINF	sein
,	$,	,
wird	VAFIN	werden
auch	ADV	auch
schon	ADV	schon
wissen	VVINF	wissen
,	$,	,
wie	KOUS	wie
es	PPER	es
sich	PRF	sich
gegen	APPR	gegen
den	ART	die
Vormund	NN	Vormund
verhalten	VVINF	verhalten
muß	VMFIN	müssen
.	$.	.
Staleno	NE	Staleno
ist	VAFIN	sein
schlau	ADJD	schlau
;	$.	;
Rechnungen	NN	Rechnung
,	$,	,
wie	KOUS	wie
er	PPER	er
für	APPR	für
Leandern	NE	Leandern
zu	PTKZU	zu
führen	VVINF	führen
hat	VAFIN	haben
,	$,	,
sind	VAFIN	sein
so	ADV	so
leicht	ADJD	leicht
nicht	PTKNEG	nicht
abzulegen	VVIZU	ablegen
.	$.	.
Eine	ART	eine
Vorsprecherin	NN	Vorsprecherin
,	$,	,
die	PRELS	die
ihrem	PPOSAT	ihr
Manne	NN	Mann
die	ART	die
Augen	NN	Auge
zuhält	VVFIN	zuhalten
,	$,	,
wenn	KOUS	wenn
er	PPER	er
nachsehen	VVINF	nachsehen
will	VMFIN	wollen
,	$,	,
ist	VAFIN	sein
dabei	PAV	dabei
nicht	PTKNEG	nicht
übel	ADJD	übel
.	$.	.
–	ADJA	–
–	NN	–
Für	APPR	für
solche	PIAT	solche
Glossen	NN	Glosse
bedanke	VVFIN	bedanken
ich	PPER	ich
mich	PPER	ich
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Sie	PPER	Sie
haben	VAFIN	haben
Recht	NN	Recht
.	$.	.
–	NN	–
Aber	KON	aber
wie	KOKOM	wie
ist	VAFIN	sein
die	ART	die
Sache	NN	Sache
nun	ADV	nun
anzufangen	VVIZU	anfangen
?	$.	?
Sinnen	VVFIN	sinnen
Sie	PPER	Sie
doch	ADV	doch
ein	ART	eine
Bißchen	NN	Bißchen
nach	PTKVZ	nach
.	$.	.
–	ADJA	–
–	NN	–
STALENO	NE	STALENO
.	$.	.
Sinnen	VVFIN	sinnen
Sie	PPER	Sie
nur	ADV	nur
auch	ADV	auch
nach	PTKVZ	nach
.	$.	.
–	ADJA	–
PHILTO	NN	PHILTO
.	$.	.
Wie	KOUS	wie
wenn	KOUS	wenn
wir	PPER	wir
–	ADJA	–
–	NN	–
STALENO	NE	STALENO
.	$.	.
Nun	ADV	nun
?	$.	?
PHILTO	NN	PHILTO
.	$.	.
Nein	PTKANT	nein
,	$,	,
das	PDS	die
geht	VVFIN	gehen
nicht	PTKNEG	nicht
an	PTKVZ	an
.	$.	.
STALENO	NE	STALENO
.	$.	.
Hören	VVFIN	hören
Sie	PPER	Sie
nur	ADV	nur
:	$.	:
ich	PPER	ich
dächte	VVFIN	denken
–	ADJA	–
–	NN	–
Das	PDS	die
ist	VAFIN	sein
auch	ADV	auch
nichts	PIS	nichts
.	$.	.
Zugleich	ADV	zugleich
,	$,	,
nachdem	KOUS	nachdem
sie	PPER	sie
einige	PIAT	einige
Augenblicke	NN	Augenblick
nachgedacht	VVPP	nachdenken
.	$.	.
PHILTO	NN	PHILTO
.	$.	.
Könnte	VMFIN	können
man	PIS	man
nicht	PTKNEG	nicht
–	ADJA	–
STALENO	NE	STALENO
.	$.	.
Man	PIS	man
müßte	VMFIN	müssen
–	ADJD	–
–	ADJA	–
PHILTO	NN	PHILTO
.	$.	.
Was	PWS	was
meinten	VVFIN	meinen
Sie	PPER	Sie
?	$.	?
STALENO	NE	STALENO
.	$.	.
Was	PWS	was
wollten	VMFIN	wollen
Sie	PPER	Sie
sagen	VVINF	sagen
?	$.	?
PHILTO	NN	PHILTO
.	$.	.
Reden	VVFIN	reden
Sie	PPER	Sie
nur	ADV	nur
–	ADJA	–
–	NN	–
STALENO	NE	STALENO
.	$.	.
Sagen	VVFIN	sagen
Sie	PPER	Sie
nur	ADV	nur
–	ADJD	–
–	ADJA	–
PHILTO	NN	PHILTO
.	$.	.
Ich	PPER	ich
will	VMFIN	wollen
Ihre	PPOSAT	ihr
Gedanken	NN	Gedanke
erst	ADV	erst
hören	VVINF	hören
.	$.	.
STALENO	NE	STALENO
.	$.	.
Und	KON	und
ich	PPER	ich
Ihre	PPOSAT	ihr
.	$.	.
Meine	PPOSAT	mein
sind	VAFIN	sein
so	ADV	so
recht	ADJD	recht
reif	ADJD	reif
noch	ADV	noch
nicht	PTKNEG	nicht
.	$.	.
–	ADJA	–
–	ADJA	–
PHILTO	NN	PHILTO
.	$.	.
Und	KON	und
meine	PPOSAT	mein
–	ADJA	–
–	NN	–
meine	PPOSAT	mein
sind	VAFIN	sein
wieder	ADV	wieder
gar	ADV	gar
weg	PTKVZ	weg
